wall clock sec, cpu user sec, cpu system sec, percentage of cpu, major page faults, minor page faults, max resident kb, involuntarily context switches, voluntarily context switches
0.57, 0.39, 0.03, 74%, 18, 974, 8904, 1, 45
0.42, 0.38, 0.03, 100%, 0, 967, 8840, 23, 1
0.42, 0.40, 0.02, 100%, 0, 965, 8956, 2, 1
0.42, 0.38, 0.04, 100%, 0, 968, 8908, 61, 1
0.42, 0.41, 0.01, 99%, 0, 955, 8964, 56, 1
0.44, 0.40, 0.03, 99%, 0, 958, 8900, 5, 1
0.41, 0.40, 0.00, 100%, 0, 966, 8952, 3, 1
0.41, 0.39, 0.01, 99%, 0, 956, 8840, 0, 1
0.42, 0.40, 0.02, 100%, 0, 966, 8952, 2, 1
0.43, 0.39, 0.04, 99%, 0, 957, 8864, 15, 1
