wall clock sec, cpu user sec, cpu system sec, percentage of cpu, major page faults, minor page faults, max resident kb, involuntarily context switches, voluntarily context switches
0.19, 0.18, 0.00, 98%, 0, 3279, 156240, 0, 2
0.19, 0.18, 0.00, 98%, 0, 3280, 156276, 1, 1
0.19, 0.19, 0.00, 100%, 0, 3279, 156268, 1, 1
0.19, 0.18, 0.00, 99%, 0, 3280, 156124, 0, 1
0.19, 0.19, 0.00, 100%, 0, 3279, 156148, 0, 1
0.19, 0.18, 0.00, 100%, 0, 3281, 156284, 0, 1
0.19, 0.17, 0.01, 99%, 0, 3279, 156168, 1, 1
0.19, 0.17, 0.01, 99%, 0, 3280, 156172, 1, 1
0.19, 0.18, 0.00, 99%, 0, 3280, 156236, 0, 1
0.19, 0.19, 0.00, 100%, 0, 3279, 156268, 0, 1
