wall clock sec, cpu user sec, cpu system sec, percentage of cpu, major page faults, minor page faults, max resident kb, involuntarily context switches, voluntarily context switches
0.10, 0.12, 0.07, 181%, 0, 23409, 1494048, 1, 2
0.10, 0.14, 0.06, 183%, 0, 23408, 1494132, 1, 2
0.10, 0.14, 0.04, 183%, 0, 23409, 1494104, 0, 2
0.11, 0.16, 0.04, 183%, 0, 23408, 1494080, 1, 2
0.10, 0.13, 0.06, 180%, 0, 23407, 1494156, 0, 2
0.11, 0.13, 0.06, 181%, 0, 23406, 1494072, 0, 2
0.11, 0.16, 0.03, 180%, 0, 23410, 1494104, 0, 2
0.12, 0.15, 0.07, 182%, 0, 23409, 1494048, 4, 2
0.11, 0.14, 0.06, 181%, 0, 23408, 1494112, 2, 2
0.11, 0.16, 0.05, 179%, 0, 23408, 1494140, 2, 3
